epoch,step,train_loss
0,0,0.015874430537223816
0,1,0.8051486015319824
0,2,0.7974148988723755
0,3,0.0010715792886912823
0,4,0.09403491765260696
0,5,0.004359693266451359
0,6,0.0024257327895611525
0,7,1.6564109325408936
0,8,0.10405588895082474
0,9,0.04059424623847008
0,10,0.06578163802623749
0,11,0.002094847848638892
0,12,1.074018955230713
0,13,0.15420377254486084
0,14,0.0005724868387915194
0,15,0.6117085218429565
0,16,0.0968339815735817
0,17,0.03286724165081978
0,18,0.07003183662891388
0,19,0.07848912477493286
0,20,0.3358743190765381
0,21,0.02420790120959282
0,22,0.000983798992820084
0,23,1.1554596424102783
0,24,0.03406035155057907
0,25,0.14009961485862732
0,26,0.13850370049476624
0,27,0.8139891624450684
0,28,0.07681865990161896
0,29,0.03437597304582596
0,30,0.0012122963089495897
0,31,0.7338720560073853
0,32,0.015862904489040375
0,33,0.015461746603250504
0,34,0.09402480721473694
0,35,0.26012179255485535
0,36,0.06372270733118057
0,37,0.0008871718891896307
0,38,0.0006882554152980447
0,39,0.12406253069639206
0,40,0.009921716526150703
0,41,0.02555132284760475
0,42,0.14160354435443878
0,43,0.045734383165836334
0,44,0.0891595184803009
0,45,0.0020482377149164677
0,46,0.000873739249072969
0,47,0.04142684489488602
0,48,0.003917960915714502
0,49,0.20804448425769806
0,50,0.05732039734721184
0,51,0.07183541357517242
0,52,0.08222686499357224
0,53,0.027956660836935043
0,54,0.00041579408571124077
0,55,0.0773501843214035
0,56,0.02014925703406334
0,57,0.015516877174377441
0,58,0.08991792798042297
0,59,0.033392127603292465
0,60,0.08847421407699585
0,61,0.00483684241771698
0,62,0.000557070248760283
0,63,0.017659295350313187
0,64,0.0032587526366114616
0,65,0.051129214465618134
0,66,0.07194262742996216
0,67,0.014428135938942432
0,68,0.06308245658874512
0,69,0.009003592655062675
0,70,0.0004974020412191749
0,71,0.016531551256775856
0,72,0.003960751928389072
0,73,0.014792831614613533
0,74,0.025345120579004288
0,75,0.015582949854433537
0,76,0.03779636323451996
0,77,0.0015904069878160954
0,78,0.0007476276368834078
0,79,0.2530953288078308
0,80,0.008620516397058964
0,81,0.0884438082575798
0,82,0.04642897844314575
0,83,0.10137014836072922
0,84,0.048819418996572495
0,85,0.0036152033135294914
0,86,0.0004331236705183983
0,87,0.03994321450591087
0,88,0.003872856730595231
0,89,0.057530082762241364
0,90,0.08899953961372375
0,91,0.028344247490167618
0,92,0.032543621957302094
0,93,0.007241780404001474
0,94,0.0006756919901818037
0,95,0.10452008992433548
0,96,0.038661226630210876
0,97,0.015622138977050781
0,98,0.021557249128818512
0,99,0.01010674424469471
0,100,0.02192932367324829
0,101,0.0019198625814169645
0,102,0.0006734495400451124
0,103,0.14415277540683746
0,104,0.0019332002848386765
0,105,0.018756020814180374
0,106,0.03863672539591789
0,107,0.021055741235613823
0,108,0.13399219512939453
0,109,0.01200611051172018
0,110,0.0007526087574660778
0,111,0.009437758475542068
0,112,0.01299350056797266
0,113,0.011986608617007732
0,114,0.06688828766345978
0,115,0.03034791722893715
0,116,0.016393834725022316
0,117,0.0044668205082416534
0,118,0.00049551174743101
0,119,0.018167633563280106
0,120,0.00546610914170742
0,121,0.09985321760177612
0,122,0.013215159066021442
0,123,0.0078427130356431
0,124,0.201356440782547
0,125,0.06481203436851501
0,126,0.0004402745107654482
0,127,0.031206931918859482
0,128,0.029177319258451462
0,129,0.007509008981287479
0,130,0.02671324834227562
0,131,0.03203825652599335
0,132,0.02539229951798916
0,133,0.005242266692221165
0,134,0.000583892164286226
0,135,0.037951745092868805
0,136,0.002153161447495222
0,137,0.006697204429656267
0,138,0.05423760786652565
0,139,0.025065526366233826
0,140,0.009151995182037354
0,141,0.002713178750127554
0,142,0.0004664952866733074
0,143,0.006050344556570053
0,144,0.0027574915438890457
0,145,0.1317300647497177
0,146,0.05134911462664604
0,147,0.02652651071548462
0,148,0.06409907341003418
0,149,0.006581324152648449
0,150,0.0005711416015401483
0,151,0.048759326338768005
0,152,0.006776700261980295
0,153,0.015679627656936646
0,154,0.03436426818370819
0,155,0.027974531054496765
0,156,0.03351050242781639
0,157,0.006357629783451557
0,158,0.0006673390744253993
0,159,0.02246769890189171
0,160,0.0032069021835923195
0,161,0.09320861846208572
0,162,0.13965636491775513
0,163,0.02909170463681221
0,164,0.0732145607471466
0,165,0.02287507802248001
0,166,0.0006113658891990781
0,167,0.03977441042661667
0,168,0.0064066145569086075
0,169,0.005965040065348148
0,170,0.004915928468108177
0,171,0.022369738668203354
0,172,0.025161195546388626
0,173,0.004446113016456366
0,174,0.0007415441214106977
0,175,0.02697708271443844
0,176,0.00573401665315032
0,177,0.03075738437473774
0,178,0.0630142092704773
0,179,0.044233787804841995
0,180,0.011153122410178185
0,181,0.0025219654198735952
0,182,0.00037453553522937
0,183,0.02748885005712509
0,184,0.009453797712922096
0,185,0.020454933866858482
0,186,0.04041239619255066
0,187,0.025146089494228363
0,188,0.007717553060501814
0,189,0.008417452685534954
0,190,0.0003835719544440508
0,191,0.011265113949775696
0,192,0.004270079545676708
0,193,0.07590238004922867
0,194,0.1048516258597374
0,195,0.006236029788851738
0,196,0.006098682526499033
0,197,0.01583140902221203
0,198,0.0005325317615643144
0,199,0.04130908101797104
0,200,0.0031901926267892122
0,201,0.013799898326396942
0,202,0.017265737056732178
0,203,0.008786655031144619
0,204,0.0024608843959867954
0,205,0.014910286292433739
0,206,0.0005501775303855538
0,207,0.0218522809445858
0,208,0.005625841207802296
0,209,0.009767153300344944
0,210,0.01377495564520359
0,211,0.008164340630173683
0,212,0.0004355022101663053
0,213,0.0021787588484585285
0,214,0.0006274457555264235
0,215,0.04541448503732681
0,216,0.014796426519751549
0,217,0.015861596912145615
0,218,0.0597473680973053
0,219,0.0197435449808836
0,220,7.302588346647099e-05
0,221,0.0004322069580666721
0,222,0.0005069586331956089
0,223,0.0347176194190979
0,224,0.0191650390625
0,225,0.004176045302301645
0,226,0.017086150124669075
0,227,0.005581916309893131
0,228,0.0005090053309686482
0,229,0.0010054393205791712
0,230,0.0005860038800165057
0,231,0.03600699454545975
0,232,0.04907548055052757
0,233,0.005899345967918634
0,234,0.011596012860536575
0,235,0.0037939713802188635
0,236,0.003075734246522188
